agency_id,asian,black,native_american,other,white,total,black_over_white
2,0.571428571429,0.354636591479,0.181818181818,0.129032258065,0.295112091143,0.316551570506,1.20170132679
12,0.0,0.267573696145,0.0,0.173913043478,0.283767038414,0.336134453782,0.942934378992
13,0.0,0.27934671657,0.35,0.106194690265,0.294491880127,0.301896960552,0.948571880656
20,0.0,0.277661795407,0.0,0.222222222222,0.271126760563,0.404113732607,1.0241032454
22,0.0,0.3125,0.0,0.0,0.272727272727,0.286432160804,1.14583333333
24,0.0,0.4,0.0,0.5,0.454545454545,0.75,0.88
30,0.0,0.315789473684,0.384615384615,0.14,0.317647058824,0.427004219409,0.994152046784
35,0.242424242424,0.286869340233,0.2,0.169590643275,0.230853391685,0.306531320956,1.24264728423
37,0.0666666666667,0.281938325991,0.0,0.122807017544,0.293729372937,0.473684210526,0.959857446914
39,0.125,0.425287356322,0.0,0.294117647059,0.381679389313,0.73417721519,1.11425287356
44,1.0,0.166666666667,0.0,0.0,0.38202247191,0.878453038674,0.436274509804
45,0.271428571429,0.27263681592,0.105263157895,0.19512195122,0.231282952548,0.351450053706,1.17880203844
49,0.0526315789474,0.228571428571,0.0,0.0857142857143,0.239436619718,0.559579439252,0.954621848739
50,0.224489795918,0.322941646683,0.272727272727,0.0,0.24633431085,0.413107708837,1.3109893038
51,0.214480874317,0.269754898072,0.225352112676,0.195402298851,0.237909769555,0.26459562504,1.13385380759
52,0.375,0.325454545455,0.285714285714,0.185185185185,0.386128364389,0.565217391304,0.842866195467
56,0.0,0.413043478261,0.0,0.8,0.366666666667,0.803921568627,1.12648221344
63,0.133333333333,0.30464625132,0.4,0.197530864198,0.24346448376,0.366285119667,1.25129647912
64,0.6,0.426966292135,0.0,0.333333333333,0.403162055336,0.661270236613,1.05904384226
65,0.166666666667,0.191616766467,0.4,0.0833333333333,0.200777202073,0.592498732894,0.954375120726
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.166666666667,0.220050441362,0.264957264957,0.153846153846,0.214969048959,0.389369057908,1.02363778613
69,0.5,0.25641025641,0.25,0.0897435897436,0.324783584482,0.457669219623,0.789480345255
72,0.141304347826,0.299530516432,0.333333333333,0.0780952380952,0.27781871776,0.402955125866,1.07815095702
77,0.166666666667,0.458917835671,0.0,0.223602484472,0.372937293729,0.618021547502,1.23054959476
78,0.363636363636,0.281690140845,0.3,0.220149253731,0.293310463122,0.430177410855,0.960382176098
79,0.166666666667,0.272851503189,0.275862068966,0.138888888889,0.200392445426,0.302087245801,1.3615857754
88,0.31,0.268571110369,0.281914893617,0.166666666667,0.238875526158,0.29652512544,1.12431405045
91,0.129032258065,0.309452736318,0.166666666667,0.170984455959,0.301377895045,0.447292069632,1.02679307741
96,0.603174603175,0.535615171138,0.875,0.241071428571,0.492734031767,0.552920579341,1.08702694883
98,0.333333333333,0.482594356907,0.0,0.223076923077,0.517726161369,0.592753052383,0.932142110862
100,0.1875,0.228110599078,0.555555555556,0.112068965517,0.188295165394,0.401757188498,1.21145223565
104,0.263888888889,0.294588964265,0.215909090909,0.216174183515,0.298454367026,0.330939414568,0.987048597076
105,0.272727272727,0.236587510994,0.0,0.130136986301,0.227667493797,0.400384615385,1.03918002104
106,0.185185185185,0.268974145121,0.1,0.186956521739,0.244421646576,0.394871171609,1.100451408
108,0.272727272727,0.188709677419,0.201834862385,0.0955882352941,0.172025723473,0.460761817347,1.09698522762
112,0.0,0.288888888889,0.666666666667,0.315789473684,0.23137973138,0.599774202653,1.24854881266
114,0.2,0.265714285714,0.0,0.114285714286,0.239288068556,0.599723756906,1.11043683589
116,0.171428571429,0.246975088968,0.25,0.0714285714286,0.251428571429,0.451567618156,0.982287285668
117,0.248275862069,0.299462131124,0.305555555556,0.289473684211,0.271395655036,0.369729368527,1.10341534791
123,0.5,0.304461942257,1.0,0.209302325581,0.333333333333,0.570784490532,0.913385826772
124,0.4,0.276162790698,0.321428571429,0.24,0.258869908016,0.628845517698,1.06680144021
125,0.166666666667,0.22833562586,0.333333333333,0.166666666667,0.205486820871,0.539365713018,1.11119353003
128,0.176470588235,0.367396593674,0.352941176471,0.142118863049,0.29687042995,0.47180174146,1.2375654717
130,0.282051282051,0.301518438178,0.190476190476,0.167832167832,0.294301327088,0.430282796544,1.02452286288
133,0.0,0.260273972603,0.0,0.206896551724,0.303719008264,0.749090909091,0.856956481223
134,0.0,0.336711711712,0.5,0.246913580247,0.344626168224,0.608928204073,0.97703466178
136,0.0,0.336956521739,0.0,0.214285714286,0.374100719424,0.84934086629,0.900710702341
138,0.0,0.305660377358,1.0,0.0625,0.275,0.77694235589,1.1114922813
142,0.0,0.714285714286,1.0,0.0,0.298076923077,0.5976,2.39631336406
143,0.0,0.333333333333,0.0,0.2,0.318568994889,0.843581445523,1.04634581105
147,0.0,0.381502890173,0.0,0.0,0.438914027149,0.822170900693,0.869197306478
153,0.0810810810811,0.366627497062,0.487238979118,0.242857142857,0.266754270696,0.683914510686,1.37440160229
169,0.375,0.345195729537,0.5,0.0818181818182,0.338731443995,0.777366020525,1.01908380712
171,0.25,0.290801186944,0.166666666667,0.146875,0.286036036036,0.570055904962,1.01665926774
174,0.5,0.229946524064,0.571428571429,0.046511627907,0.19621749409,0.678789731051,1.17189614071
177,0.25,0.33971291866,0.0,0.166666666667,0.430921052632,0.859442993908,0.788341429563
180,0.272727272727,0.418604651163,0.0,0.277777777778,0.379446640316,0.862850971922,1.10319767442
182,0.0,0.529411764706,0.5,0.0909090909091,0.448844884488,0.930421909697,1.1794982699
191,0.100737100737,0.155009920635,0.209748892171,0.0982790345275,0.155271306025,0.185705300005,0.998316589222
198,1.0,0.326203208556,0.4,0.304347826087,0.369807497467,0.785439692456,0.882089224233
205,1.0,0.304347826087,0.0,0.125,0.311111111111,0.860175202156,0.978260869565
207,0.25,0.164473684211,0.25,0.115384615385,0.176151761518,0.782236998338,0.933704453441
208,0.153846153846,0.210784313725,0.0,0.093023255814,0.224416517056,0.798518164436,0.939254901961
213,0.0,0.0662460567823,0.333333333333,0.029702970297,0.0683994528044,0.569957081545,0.968517350158
216,0.0,0.166666666667,0.0,0.0,0.25641025641,0.73232799246,0.65
220,0.235294117647,0.311428571429,0.0,0.181818181818,0.267692307692,0.812951372171,1.16338259442
221,1.0,0.335907335907,0.0,0.153846153846,0.334862385321,0.784592737978,1.00312053737
224,0.126050420168,0.166345275551,0.171428571429,0.0955752212389,0.121844548454,0.225140103419,1.36522542585
225,0.0714285714286,0.314569536424,0.4,0.0796019900498,0.204498977505,0.752804405466,1.53824503311
235,0.142857142857,0.253348532345,0.5,0.295454545455,0.247524752475,0.586298594403,1.02352807068
237,0.125,0.272138228942,0.333333333333,0.1875,0.287841191067,0.742654719733,0.945445743651
242,0.0,0.284467713787,0.0,0.176470588235,0.263157894737,0.839630742808,1.08097731239
246,1.0,0.549295774648,0.666666666667,0.0,0.521126760563,0.978164731896,1.05405405405
250,0.0,0.241842610365,0.0,0.172413793103,0.24165202109,0.677776071264,1.00078869307
256,1.0,0.5,0.0,0.25,0.415384615385,0.847301666252,1.2037037037
260,0.176470588235,0.247634069401,0.375,0.0879120879121,0.234328358209,0.606559421374,1.05678233438
265,0.0,0.339285714286,1.0,0.285714285714,0.400250941029,0.89247311828,0.847682489924
269,1.0,0.473039215686,1.0,1.0,0.48417721519,0.910511363636,0.976996027169
274,0.0,0.344827586207,0.0,0.2,0.398305084746,0.954589371981,0.865737344094
284,0.166666666667,0.361930294906,0.2,0.263157894737,0.347107438017,0.852268602541,1.04270394485
289,0.236363636364,0.326968973747,0.2,0.23,0.290876093054,0.503723228995,1.12408335217
290,0.0,0.236893203883,0.0,0.0923076923077,0.251758087201,0.66433444114,0.940955686934
292,0.0,0.257234726688,0.25,0.0540540540541,0.10612244898,0.87002003116,2.42394261687
294,0.0,0.459016393443,0.0,0.5,0.4,0.858486707566,1.14754098361
305,0.12,0.211450381679,0.142857142857,0.106382978723,0.196243933319,0.475894129114,1.07748748256
307,0.5,0.290476190476,0.5,0.15873015873,0.315057283142,0.662819642453,0.921978973408
308,0.28,0.351624231782,0.352941176471,0.120987654321,0.282541198949,0.530217745519,1.24450605112
